;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;240;20180701;1;80;70;80;110;180;;59;0;0;0;0;10160;83;0;45;;5;0;0;0;0;0
1;240;20180701;2;80;60;60;100;175;;56;0;0;0;0;10160;83;0;45;;5;0;0;0;0;0
2;240;20180701;3;90;60;70;90;168;;54;0;0;0;0;10162;83;0;46;;5;0;0;0;0;0
3;240;20180701;4;90;60;60;100;169;;53;0;4;0;0;10164;83;0;46;;5;0;0;0;0;0
4;240;20180701;5;90;70;70;100;176;;58;10;32;0;0;10164;83;0;45;;5;0;0;0;0;0
5;240;20180701;6;90;70;70;100;189;140.0;59;10;81;0;0;10167;83;0;42;;5;0;0;0;0;0
6;240;20180701;7;100;70;60;100;203;;70;10;143;0;0;10169;81;0;41;;5;0;0;0;0;0
7;240;20180701;8;100;70;80;110;217;;66;10;194;0;0;10170;81;0;37;;5;0;0;0;0;0
8;240;20180701;9;110;80;90;120;233;;67;10;250;0;0;10169;81;0;34;;5;0;0;0;0;0
9;240;20180701;10;100;90;100;150;245;;62;10;293;0;0;10168;81;0;30;;5;0;0;0;0;0
10;240;20180701;11;100;90;90;140;251;;55;10;321;0;0;10167;81;0;28;;5;0;0;0;0;0
11;240;20180701;12;120;80;80;130;257;180.0;53;10;333;0;0;10168;80;0;27;;5;0;0;0;0;0
12;240;20180701;13;100;70;80;120;262;;57;10;326;0;0;10163;80;0;27;;5;0;0;0;0;0
13;240;20180701;14;80;80;80;120;265;;52;10;302;0;0;10160;82;0;25;;5;0;0;0;0;0
14;240;20180701;15;110;70;70;120;262;;49;10;266;0;0;10159;80;0;25;;5;0;0;0;0;0
15;240;20180701;16;100;70;60;110;262;;60;10;222;0;0;10154;81;0;27;;5;0;0;0;0;0
16;240;20180701;17;90;70;70;110;252;;47;10;169;0;0;10154;83;0;26;;5;0;0;0;0;0
17;240;20180701;18;90;70;70;110;244;231.0;42;10;109;0;0;10155;83;0;27;;5;0;0;0;0;0
18;240;20180701;19;70;60;60;100;227;;54;10;51;0;0;10155;82;0;32;;5;0;0;0;0;0
19;240;20180701;20;80;60;50;100;212;;56;3;12;0;0;10158;83;0;36;;5;0;0;0;0;0
20;240;20180701;21;70;50;40;90;190;;71;0;0;0;0;10163;83;0;46;;5;0;0;0;0;0
21;240;20180701;22;80;50;50;80;194;;57;0;0;0;0;10167;83;0;40;;5;0;0;0;0;0
22;240;20180701;23;80;50;50;80;188;;50;0;0;0;0;10167;83;0;40;;5;0;0;0;0;0
23;240;20180701;24;80;60;60;90;178;145.0;52;0;0;0;0;10164;83;0;43;;5;0;0;0;0;0
24;240;20180702;1;80;60;60;90;177;;49;0;0;0;0;10160;83;0;42;;5;0;0;0;0;0
25;240;20180702;2;80;50;40;80;152;;53;0;0;0;0;10165;83;0;51;;5;0;0;0;0;0
26;240;20180702;3;70;40;40;60;149;;61;0;0;0;0;10166;83;0;55;;5;0;0;0;0;0
27;240;20180702;4;70;40;50;60;149;;66;0;4;0;0;10169;83;0;57;;5;0;0;0;0;0
28;240;20180702;5;80;50;50;80;164;;66;10;31;0;0;10169;83;0;52;;5;0;0;0;0;0
29;240;20180702;6;70;50;40;80;179;103.0;69;10;84;0;0;10171;83;0;48;;5;0;0;0;0;0
30;240;20180702;7;80;40;40;70;195;;72;10;143;0;0;10173;82;0;44;;5;0;0;0;0;0
31;240;20180702;8;80;50;50;80;217;;77;10;197;0;0;10176;82;0;40;;5;0;0;0;0;0
32;240;20180702;9;70;60;60;100;228;;64;10;249;0;0;10175;82;0;34;;5;0;0;0;0;0
33;240;20180702;10;60;60;70;100;232;;79;10;289;0;0;10176;81;0;37;;5;0;0;0;0;0
34;240;20180702;11;60;70;70;100;245;;57;10;317;0;0;10174;80;0;29;;5;0;0;0;0;0
35;240;20180702;12;50;70;60;110;252;167.0;79;10;331;0;0;10174;81;0;33;;5;0;0;0;0;0
36;240;20180702;13;40;70;70;110;250;;73;10;323;0;0;10174;80;0;32;;5;0;0;0;0;0
37;240;20180702;14;50;70;60;100;248;;71;10;299;0;0;10171;82;0;32;;5;0;0;0;0;0
38;240;20180702;15;40;70;70;100;250;;75;10;263;0;0;10170;81;0;32;;5;0;0;0;0;0
39;240;20180702;16;50;70;80;110;246;;55;10;221;0;0;10168;82;0;29;;5;0;0;0;0;0
40;240;20180702;17;50;80;70;110;243;;55;10;169;0;0;10167;82;0;29;;5;0;0;0;0;0
41;240;20180702;18;50;60;60;100;234;223.0;52;10;111;0;0;10170;82;4;30;;5;0;0;0;0;0
42;240;20180702;19;30;70;80;110;210;;102;10;51;0;0;10174;83;7;49;;5;0;0;0;0;0
43;240;20180702;20;40;80;70;120;195;;98;3;11;0;0;10179;83;6;53;;5;0;0;0;0;0
44;240;20180702;21;40;60;50;110;187;;94;0;0;0;0;10185;83;1;54;;5;0;0;0;0;0
45;240;20180702;22;50;60;70;90;180;;81;0;0;0;0;10187;83;0;52;;5;0;0;0;0;0
46;240;20180702;23;50;60;50;90;172;;99;0;0;0;0;10188;83;4;62;;5;0;0;0;0;0
47;240;20180702;24;60;50;40;80;166;137.0;103;0;0;0;0;10189;80;0;66;;5;0;0;0;0;0
48;240;20180703;1;50;50;50;70;157;;108;0;0;0;0;10188;75;7;72;;5;0;0;0;0;0
49;240;20180703;2;50;40;40;60;157;;117;0;0;0;0;10187;75;5;76;;5;0;0;0;0;0
