;STN;YYYYMMDD;HH;DD;FH;FF;FX;T;T10N;TD;SQ;Q;DR;RH;P;VV;N;U;WW;IX;M;R;S;O;Y
0;260;20160701;1;190;30;30;60;158;;134;0;0;0;0;10106;70;8;86;;5;0;0;0;0;0
1;260;20160701;2;200;40;40;80;161;;139;0;0;0;0;10105;70;8;87;;5;0;0;0;0;0
2;260;20160701;3;210;40;50;90;166;;143;0;0;0;0;10103;70;8;86;;5;0;0;0;0;0
3;260;20160701;4;210;50;60;90;163;;150;0;1;4;3;10104;61;8;92;81.0;7;0;1;0;0;0
4;260;20160701;5;200;50;50;90;165;;150;0;7;0;-1;10103;65;8;91;23.0;7;0;1;0;0;0
5;260;20160701;6;210;50;40;90;168;153.0;153;0;11;0;0;10104;65;8;91;2.0;7;0;0;0;0;0
6;260;20160701;7;220;50;50;90;171;;150;0;18;0;0;10108;70;8;87;;5;0;0;0;0;0
7;260;20160701;8;220;60;60;110;175;;142;0;44;0;0;10110;70;8;81;;5;0;0;0;0;0
8;260;20160701;9;220;60;60;110;172;;140;0;45;0;0;10113;70;8;81;;5;0;0;0;0;0
9;260;20160701;10;220;60;60;100;183;;141;1;114;0;0;10115;75;8;77;;5;0;0;0;0;0
10;260;20160701;11;220;70;60;110;191;;134;2;180;0;0;10113;75;8;70;;5;0;0;0;0;0
11;260;20160701;12;220;70;80;120;185;167.0;140;0;112;0;0;10112;75;8;75;;5;0;0;0;0;0
12;260;20160701;13;210;60;60;110;184;;147;0;63;0;0;10110;75;8;79;;5;0;0;0;0;0
13;260;20160701;14;210;60;60;100;182;;148;0;70;0;-1;10109;70;8;81;23.0;7;0;1;0;0;0
14;260;20160701;15;200;60;60;130;178;;151;0;61;0;-1;10105;70;8;84;23.0;7;0;1;0;0;0
15;260;20160701;16;200;50;50;90;174;;154;0;44;2;9;10105;70;8;88;23.0;7;0;1;0;0;0
16;260;20160701;17;190;50;40;90;175;;157;0;27;0;0;10099;70;8;89;;5;0;0;0;0;0
17;260;20160701;18;200;40;40;80;169;168.0;157;0;14;2;4;10098;57;8;93;58.0;7;0;1;0;0;0
18;260;20160701;19;230;30;40;70;164;;146;0;3;6;5;10095;70;8;89;23.0;7;0;1;0;0;0
19;260;20160701;20;200;30;30;60;165;;151;0;2;0;-1;10092;65;8;91;23.0;7;0;1;0;0;0
20;260;20160701;21;210;40;40;80;162;;146;0;0;3;1;10091;70;8;90;23.0;7;0;1;0;0;0
21;260;20160701;22;240;40;40;100;162;;142;0;0;0;0;10090;70;8;88;;5;0;0;0;0;0
22;260;20160701;23;230;50;50;100;150;;118;0;0;0;-1;10091;70;8;81;81.0;7;0;1;0;0;0
23;260;20160701;24;230;50;50;100;144;139.0;115;0;0;0;-1;10096;70;8;83;81.0;7;0;1;0;0;0
24;260;20160702;1;230;50;40;90;139;;118;0;0;0;-1;10095;70;8;87;23.0;7;0;1;0;0;0
25;260;20160702;2;220;40;50;80;139;;118;0;0;0;0;10096;69;8;87;;5;0;0;0;0;0
26;260;20160702;3;210;40;50;80;139;;118;0;0;0;0;10100;67;8;87;2.0;7;0;0;0;0;0
27;260;20160702;4;230;50;40;80;137;;117;0;1;0;0;10103;68;8;88;;5;0;0;0;0;0
28;260;20160702;5;230;40;30;80;136;;113;0;9;0;0;10108;70;3;86;;5;0;0;0;0;0
29;260;20160702;6;220;40;40;80;147;130.0;106;8;74;0;0;10111;75;4;76;3.0;7;0;0;0;0;0
30;260;20160702;7;230;40;50;90;147;;113;4;71;0;0;10115;75;7;80;;5;0;0;0;0;0
31;260;20160702;8;240;50;50;90;138;;104;4;101;2;2;10118;75;7;80;81.0;7;0;1;0;0;0
32;260;20160702;9;240;50;60;100;151;;90;7;194;0;-1;10122;77;7;67;81.0;7;0;1;0;0;0
33;260;20160702;10;240;40;40;100;164;;111;4;171;2;3;10124;75;6;71;91.0;7;0;1;0;1;0
34;260;20160702;11;240;40;40;110;176;;107;7;251;0;-1;10127;78;1;64;26.0;7;0;1;0;1;0
35;260;20160702;12;240;50;50;100;175;138.0;100;6;198;0;0;10128;80;3;61;3.0;7;0;0;0;0;0
36;260;20160702;13;260;50;60;100;178;;88;8;267;0;-1;10132;72;6;56;23.0;7;0;1;0;0;0
37;260;20160702;14;260;70;70;130;171;;70;9;279;0;0;10138;80;6;51;;5;0;0;0;0;0
38;260;20160702;15;260;60;50;110;173;;77;5;171;0;0;10142;80;7;53;3.0;7;0;0;0;0;0
39;260;20160702;16;260;60;60;120;173;;69;8;170;0;0;10145;80;3;50;;5;0;0;0;0;0
40;260;20160702;17;250;50;50;110;177;;66;10;130;0;0;10149;80;2;48;;5;0;0;0;0;0
41;260;20160702;18;250;50;50;100;171;166.0;83;8;92;0;0;10155;80;3;56;3.0;7;0;0;0;0;0
42;260;20160702;19;250;50;40;100;158;;96;5;39;0;0;10157;78;2;67;;5;0;0;0;0;0
43;260;20160702;20;230;40;40;100;154;;92;3;6;0;0;10162;79;7;67;;5;0;0;0;0;0
